,CustomerID,Recency,Frequency,MonetaryValue,R,F,M,RFMSegement,Segment,Cluster
68,12929,312,3,42.900000000000006,1,1,1,111,Lost,2
69,12930,78,6,97.51000000000002,2,2,2,222,Others,0
70,12931,22,19,8490.64,3,3,4,334,Loyal Customers,1
71,12933,24,24,113.87,3,4,2,342,Loyal Customers,0
72,12935,2,26,406.1,4,4,4,444,Champions,1
73,12936,17,14,236.79000000000002,4,3,3,433,Loyal Customers,0
74,12937,15,31,393.43,4,4,4,444,Champions,1
75,12939,64,9,1680.68,2,2,4,224,Big Spenders,0
76,12940,55,22,207.07,2,4,3,243,At Risk,0
77,12942,131,16,126.42,2,3,2,232,At Risk,0
78,12944,36,8,189.4,3,2,3,323,Others,0
79,12945,288,5,129.1,1,2,2,122,Others,2
80,12947,144,21,263.69,2,3,3,233,At Risk,0
81,12948,44,23,372.78000000000003,3,4,4,344,Loyal Customers,0
82,12949,31,42,748.02,3,4,4,344,Loyal Customers,1
83,12950,2,4,471.6,4,1,4,414,Recent Customers,1
84,12951,9,8,157.3,4,2,3,423,Recent Customers,0
85,12952,6,18,291.27,4,3,3,433,Loyal Customers,1
86,12953,10,4,76.3,4,1,2,412,Recent Customers,0
87,12955,1,32,875.52,4,4,4,444,Champions,1
88,12956,306,2,7.9,1,1,1,111,Lost,2
89,12957,10,50,814.7,4,4,4,444,Champions,1
90,12962,7,3,40.45,4,1,1,411,Recent Customers,2
91,12963,8,16,320.62,4,3,3,433,Loyal Customers,1
92,12965,89,16,102.10000000000001,2,3,2,232,At Risk,0
93,12966,10,3,42.5,4,1,1,411,Recent Customers,2
94,12967,372,4,569.4,1,1,4,114,Big Spenders,0
95,12968,112,2,24.95,2,1,1,211,Others,2
96,12970,7,26,65.46,4,4,2,442,Loyal Customers,1
97,12971,15,55,2107.59,4,4,4,444,Champions,1
98,12974,198,2,47.5,1,1,1,111,Lost,2
99,12976,212,5,203.68,1,2,3,123,Others,0
100,12977,156,1,0.65,1,1,1,111,Lost,2
101,12980,188,7,2463.54,1,2,4,124,Big Spenders,0
102,12981,30,4,84.47999999999999,3,1,2,312,Others,0
103,12982,243,6,85.28999999999999,1,2,2,122,Others,2
104,12984,19,1,19.8,4,1,1,411,Recent Customers,2
105,12985,1,12,174.82,4,3,3,433,Loyal Customers,1
106,12987,74,3,45.4,2,1,1,211,Others,2
107,12988,292,15,102.42,1,3,2,132,At Risk,0
108,12989,3,13,976.8,4,3,4,434,Loyal Customers,1
109,12990,31,1,20.8,3,1,1,311,Others,2
110,12991,23,4,77.7,3,1,2,312,Others,0
111,12993,23,10,154.15,3,3,3,333,Loyal Customers,0
112,12994,4,15,212.45,4,3,3,433,Loyal Customers,1
113,12997,22,10,165.38,3,3,3,333,Loyal Customers,0
114,12999,205,2,21.9,1,1,1,111,Lost,2
115,13000,260,3,46.08,1,1,1,111,Lost,2
116,13001,4,67,2109.48,4,4,4,444,Champions,1
117,13002,318,2,24.95,1,1,1,111,Lost,2
118,13004,12,80,1044.63,4,4,4,444,Champions,1
119,13005,174,6,92.85000000000001,1,2,2,122,Others,2
120,13006,56,3,77.01,2,1,2,212,Others,2
121,13008,323,4,46.92,1,1,1,111,Lost,2
122,13011,372,1,17.700000000000003,1,1,1,111,Lost,2
123,13012,9,19,418.92,4,3,4,434,Loyal Customers,1
124,13013,21,48,1051.8,3,4,4,344,Loyal Customers,1
125,13014,11,26,680.6,4,4,4,444,Champions,1
126,13015,53,32,900.15,2,4,4,244,At Risk,1
127,13016,73,10,184.10999999999999,2,3,3,233,At Risk,0
128,13018,16,94,1483.62,4,4,4,444,Champions,1
129,13021,4,28,585.5,4,4,4,444,Champions,1
130,13023,64,10,181.49,2,3,3,233,At Risk,0
131,13026,1,9,391.79999999999995,4,2,4,424,Recent Customers,1
132,13027,114,5,1344.0,2,2,4,224,Big Spenders,0
133,13028,23,10,160.2,3,3,3,333,Loyal Customers,0
134,13029,139,2,315.9,2,1,3,213,Others,0
135,13030,11,23,223.57,4,4,3,443,Loyal Customers,1
136,13032,52,8,115.23,3,2,2,322,Others,0
137,13033,357,3,55.050000000000004,1,1,1,111,Lost,2
138,13034,55,7,105.55999999999999,2,2,2,222,Others,0
139,13035,74,6,262.7,2,2,3,223,Others,0
140,13037,138,15,237.22,2,3,3,233,At Risk,0
141,13038,291,4,75.6,1,1,2,112,Others,2
142,13040,9,9,109.01,4,2,2,422,Recent Customers,0
143,13043,273,3,196.8,1,1,3,113,Others,2
144,13044,291,9,150.84,1,2,3,123,Others,0
145,13045,99,4,45.34,2,1,1,211,Others,2
146,13046,31,7,99.33,3,2,2,322,Others,0
147,13047,57,42,757.72,2,4,4,244,At Risk,1
148,13048,14,31,479.40000000000003,4,4,4,444,Champions,1
149,13049,64,3,122.1,2,1,2,212,Others,2
150,13050,15,78,1177.82,4,4,4,444,Champions,1
151,13052,212,3,72.6,1,1,2,112,Others,2
152,13055,78,10,191.64,2,3,3,233,At Risk,0
153,13058,25,3,59.0,3,1,1,311,Others,2
154,13060,254,4,62.39999999999999,1,1,2,112,Others,2
155,13061,72,3,62.1,2,1,2,212,Others,2
156,13062,191,2,32.4,1,1,1,111,Lost,2
157,13064,13,12,152.28,4,3,3,433,Loyal Customers,0
158,13065,373,2,30.919999999999998,1,1,1,111,Lost,2
159,13066,24,11,94.10000000000001,3,3,2,332,Loyal Customers,0
160,13067,82,3,21.44,2,1,1,211,Others,2
161,13069,14,84,787.13,4,4,4,444,Champions,1
162,13070,192,2,41.6,1,1,1,111,Lost,2
163,13072,267,1,29.700000000000003,1,1,1,111,Lost,2
164,13075,130,3,136.79999999999998,2,1,2,212,Others,2
165,13077,1,22,147.99,4,4,3,443,Loyal Customers,1
166,13078,3,61,1879.67,4,4,4,444,Champions,1
167,13080,179,3,19.68,1,1,1,111,Lost,2
168,13081,12,199,5722.92,4,4,4,444,Champions,1
169,13082,157,10,216.8,1,3,3,133,At Risk,0
170,13083,4,5,136.0,4,2,2,422,Recent Customers,0
171,13085,295,1,12.600000000000001,1,1,1,111,Lost,2
172,13089,4,335,11523.05,4,4,4,444,Champions,1
173,13090,9,30,661.3199999999999,4,4,4,444,Champions,1
174,13091,28,5,105.41999999999999,3,2,2,322,Others,0
175,13092,71,5,70.32,2,2,2,222,Others,2
176,13093,276,32,1302.54,1,4,4,144,At Risk,0
177,13094,130,5,376.32000000000005,2,2,4,224,Big Spenders,0
178,13095,71,1,9.36,2,1,1,211,Others,2
179,13097,33,82,1281.76,3,4,4,344,Loyal Customers,1
180,13098,1,106,4994.41,4,4,4,444,Champions,1
181,13101,234,2,25.5,1,1,1,111,Lost,2
182,13102,1,71,1555.16,4,4,4,444,Champions,1
183,13104,3,4,243.96,4,1,3,413,Recent Customers,1
184,13106,133,1,76.5,2,1,2,212,Others,2
185,13107,86,13,357.08,2,3,4,234,At Risk,0
186,13108,373,1,102.0,1,1,2,112,Others,2
187,13109,60,10,153.73,2,3,3,233,At Risk,0
188,13110,31,31,297.79,3,4,3,343,Loyal Customers,1
189,13113,1,50,2427.69,4,4,4,444,Champions,1
190,13115,12,22,503.76,4,4,4,444,Champions,1
191,13116,138,5,77.74,2,2,2,222,Others,2
192,13117,22,11,178.96,3,3,3,333,Loyal Customers,0
193,13118,20,15,126.64,3,3,2,332,Loyal Customers,0
194,13120,239,1,30.599999999999998,1,1,1,111,Lost,2
195,13121,269,10,51.32,1,3,1,131,At Risk,2
196,13122,240,9,157.83,1,2,3,123,Others,0
197,13124,90,50,831.1,2,4,4,244,At Risk,1
198,13126,5,32,417.31,4,4,4,444,Champions,1
199,13127,78,4,68.7,2,1,2,212,Others,2
200,13131,23,9,213.5,3,2,3,323,Others,0
201,13132,262,2,62.0,1,1,2,112,Others,2
202,13133,274,2,39.7,1,1,1,111,Lost,2
203,13134,86,18,344.54,2,3,4,234,At Risk,0
204,13135,197,1,3096.0,1,1,4,114,Big Spenders,0
205,13136,56,26,556.96,2,4,4,244,At Risk,0
206,13137,11,129,681.6899999999999,4,4,4,444,Champions,1
207,13138,22,11,174.02,3,3,3,333,Loyal Customers,0
208,13139,16,39,1109.83,4,4,4,444,Champions,1
209,13140,108,11,142.26,2,3,3,233,At Risk,0
210,13141,85,30,480.93,2,4,4,244,At Risk,0
211,13142,19,7,91.14,4,2,2,422,Recent Customers,0
212,13144,333,1,23.6,1,1,1,111,Lost,2
213,13145,92,1,45.0,2,1,1,211,Others,2
214,13146,26,6,41.980000000000004,3,2,1,321,Others,0
215,13147,100,1,118.80000000000001,2,1,2,212,Others,2
216,13148,29,85,943.1800000000001,3,4,4,344,Loyal Customers,1
217,13149,14,14,309.8,4,3,3,433,Loyal Customers,1
218,13151,296,11,184.6,1,3,3,133,At Risk,0
219,13153,6,3,37.44,4,1,1,411,Recent Customers,2
220,13155,33,12,180.5,3,3,3,333,Loyal Customers,0
221,13157,49,10,169.2,3,3,3,333,Loyal Customers,0
222,13158,95,14,226.27,2,3,3,233,At Risk,0
223,13159,9,31,360.2,4,4,4,444,Champions,1
224,13160,22,1,34.8,3,1,1,311,Others,2
225,13161,313,1,27.0,1,1,1,111,Lost,2
226,13162,122,19,397.61,2,3,4,234,At Risk,0
227,13165,46,6,195.6,3,2,3,323,Others,0
228,13166,283,6,38.65,1,2,1,121,Others,2
229,13167,19,12,122.06,4,3,2,432,Loyal Customers,0
230,13168,36,19,190.66,3,3,3,333,Loyal Customers,0
231,13169,252,1,23.4,1,1,1,111,Lost,2
232,13170,27,8,32.6,3,2,1,321,Others,0
233,13171,49,8,46.94,3,2,1,321,Others,0
234,13173,4,7,56.99,4,2,1,421,Recent Customers,0
235,13174,16,63,501.82,4,4,4,444,Champions,1
236,13176,46,12,86.25,3,3,2,332,Loyal Customers,0
237,13177,65,4,67.35,2,1,2,212,Others,2
238,13178,26,52,1231.3600000000001,3,4,4,344,Loyal Customers,1
239,13182,45,2,20.04,3,1,1,311,Others,2
240,13183,8,23,823.3000000000001,4,4,4,444,Champions,1
241,13184,15,29,263.42,4,4,3,443,Loyal Customers,1
242,13186,40,21,383.70000000000005,3,3,4,334,Loyal Customers,0
243,13187,337,9,69.6,1,2,2,122,Others,2
244,13189,19,6,64.2,4,2,2,422,Recent Customers,0
245,13192,95,18,233.56,2,3,3,233,At Risk,0
246,13193,61,7,40.45,2,2,1,221,Others,2
247,13194,136,1,9.0,2,1,1,211,Others,2
248,13196,11,21,336.48,4,3,3,433,Loyal Customers,1
249,13198,10,39,604.78,4,4,4,444,Champions,1
250,13199,4,23,2043.44,4,4,4,444,Champions,1
251,13200,19,7,133.15,4,2,2,422,Recent Customers,0
252,13203,10,11,158.56,4,3,3,433,Loyal Customers,0
253,13208,59,27,221.76999999999998,2,4,3,243,At Risk,0
254,13209,30,64,1076.39,3,4,4,344,Loyal Customers,1
255,13210,94,6,95.84,2,2,2,222,Others,0
256,13211,95,8,164.15,2,2,3,223,Others,0
257,13212,20,28,145.27,3,4,3,343,Loyal Customers,0
258,13213,57,18,294.8,2,3,3,233,At Risk,0
259,13216,268,1,92.5,1,1,2,112,Others,2
260,13220,220,4,19.69,1,1,1,111,Lost,2
261,13221,240,13,133.72,1,3,2,132,At Risk,0
262,13223,200,2,115.80000000000001,1,1,2,112,Others,2
263,13224,60,24,578.07,2,4,4,244,At Risk,0
264,13225,3,7,1288.98,4,2,4,424,Recent Customers,1
265,13226,273,1,8.4,1,1,1,111,Lost,2
266,13228,81,1,179.0,2,1,3,213,Others,2
267,13229,226,2,36.75,1,1,1,111,Lost,2
268,13230,4,121,596.28,4,4,4,444,Champions,1
269,13232,13,26,225.14000000000001,4,4,3,443,Loyal Customers,1
270,13233,74,13,131.76,2,3,2,232,At Risk,0
271,13235,212,11,185.15,1,3,3,133,At Risk,0
272,13236,24,10,233.62,3,3,3,333,Loyal Customers,0
273,13238,23,8,165.1,3,2,3,323,Others,0
274,13239,262,6,109.83,1,2,2,122,Others,2
275,13240,96,17,160.19,2,3,3,233,At Risk,0
276,13242,112,1,20.8,2,1,1,211,Others,2
277,13243,203,11,142.89,1,3,3,133,At Risk,0
278,13244,93,4,17.9,2,1,1,211,Others,2
279,13245,51,2,61.3,3,1,2,312,Others,2
280,13246,18,38,905.29,4,4,4,444,Champions,1
281,13247,51,4,69.0,3,1,2,312,Others,2
282,13248,125,4,72.44,2,1,2,212,Others,2
283,13249,93,5,310.86,2,2,3,223,Others,0
284,13253,157,8,223.44,1,2,3,123,Others,0
285,13255,9,3,179.6,4,1,3,413,Recent Customers,0
286,13258,23,9,119.79,3,2,2,322,Others,0
287,13259,62,21,95.31,2,3,2,232,At Risk,0
288,13260,61,1,26.0,2,1,1,211,Others,2
289,13261,286,4,441.6,1,1,4,114,Big Spenders,0
290,13262,263,1,6.959999999999999,1,1,1,111,Lost,2
291,13263,1,319,1467.11,4,4,4,444,Champions,1
292,13265,53,14,263.15999999999997,2,3,3,233,At Risk,0
293,13266,11,44,944.27,4,4,4,444,Champions,1
294,13267,3,45,964.19,4,4,4,444,Champions,1
295,13268,18,101,802.3,4,4,4,444,Champions,1
296,13269,1,73,1157.92,4,4,4,444,Champions,1
297,13271,37,22,64.17,3,4,2,342,Loyal Customers,0
298,13272,90,4,60.45,2,1,2,212,Others,2
299,13273,113,2,14.05,2,1,1,211,Others,2
300,13276,64,10,160.6,2,3,3,233,At Risk,0
301,13277,116,1,25.0,2,1,1,211,Others,2
302,13278,41,9,82.53999999999999,3,2,2,322,Others,0
303,13280,122,13,130.21,2,3,2,232,At Risk,0
304,13282,18,9,309.20000000000005,4,2,3,423,Recent Customers,0
305,13283,186,1,17.0,1,1,1,111,Lost,2
306,13285,23,48,697.8100000000001,3,4,4,344,Loyal Customers,1
307,13291,156,4,36.0,1,1,1,111,Lost,2
308,13292,39,5,86.9,3,2,2,322,Others,0
309,13294,190,9,151.7,1,2,3,123,Others,0
310,13296,137,1,15.0,2,1,1,211,Others,2
311,13297,8,13,525.18,4,3,4,434,Loyal Customers,1
312,13300,169,1,19.8,1,1,1,111,Lost,2
313,13301,104,16,138.05,2,3,2,232,At Risk,0
314,13302,155,1,63.75,1,1,2,112,Others,2
315,13304,351,4,57.21,1,1,1,111,Lost,2
316,13305,4,12,264.49,4,3,3,433,Loyal Customers,1
317,13308,23,9,143.56,3,2,3,323,Others,0
318,13309,7,23,365.0,4,4,4,444,Champions,1
319,13310,28,14,243.12,3,3,3,333,Loyal Customers,0
320,13311,4,10,127.67999999999999,4,3,2,432,Loyal Customers,1
321,13313,22,13,242.56,3,3,3,333,Loyal Customers,0
322,13314,2,11,133.71,4,3,2,432,Loyal Customers,1
323,13316,37,18,1141.8600000000001,3,3,4,334,Loyal Customers,1
324,13317,66,20,362.76,2,3,4,234,At Risk,0
325,13318,37,1,42.96,3,1,1,311,Others,2
326,13319,5,91,2067.4,4,4,4,444,Champions,1
327,13320,78,16,259.0,2,3,3,233,At Risk,0
328,13321,86,3,130.84,2,1,2,212,Others,2
329,13322,17,8,89.49000000000001,4,2,2,422,Recent Customers,0
330,13323,3,4,270.5,4,1,3,413,Recent Customers,1
331,13324,36,14,1218.66,3,3,4,334,Loyal Customers,1
332,13325,82,3,268.0,2,1,3,213,Others,0
333,13327,39,16,393.8,3,3,4,334,Loyal Customers,0
334,13328,316,4,357.0,1,1,4,114,Big Spenders,0
335,13329,32,6,324.47999999999996,3,2,3,323,Others,0
336,13330,93,10,251.0,2,3,3,233,At Risk,0
337,13332,14,5,80.2,4,2,2,422,Recent Customers,0
338,13334,82,57,687.3199999999999,2,4,4,244,At Risk,1
339,13336,77,7,105.68,2,2,2,222,Others,0
340,13338,158,6,166.4,1,2,3,123,Others,0
341,13339,201,11,192.0,1,3,3,133,At Risk,0
342,13340,45,26,2007.96,3,4,4,344,Loyal Customers,1
343,13341,261,10,248.75,1,3,3,133,At Risk,0
344,13343,178,5,94.3,1,2,2,122,Others,2
345,13344,68,13,379.3,2,3,4,234,At Risk,0
346,13345,288,6,102.25,1,2,2,122,Others,2
347,13347,70,4,168.6,2,1,3,213,Others,0
348,13348,64,1,10.2,2,1,1,211,Others,2
349,13349,11,4,41.68,4,1,1,411,Recent Customers,0
350,13350,16,5,124.4,4,2,2,422,Recent Customers,0
351,13351,66,4,67.44,2,1,2,212,Others,2
352,13352,60,7,111.05999999999999,2,2,2,222,Others,0
353,13354,71,8,108.54,2,2,2,222,Others,0
354,13355,122,7,125.0,2,2,2,222,Others,0
355,13356,80,9,226.70999999999998,2,2,3,223,Others,0
356,13357,257,20,115.99000000000001,1,3,2,132,At Risk,0
357,13358,269,6,64.74000000000001,1,2,2,122,Others,2
358,13359,64,2,42.60000000000001,2,1,1,211,Others,2
359,13362,9,33,690.9,4,4,4,444,Champions,1
360,13363,18,9,145.31,4,2,3,423,Recent Customers,0
361,13364,71,1,17.4,2,1,1,211,Others,2
362,13365,34,28,544.64,3,4,4,344,Loyal Customers,1
363,13368,257,8,211.35000000000002,1,2,3,123,Others,0
364,13369,366,3,62.300000000000004,1,1,2,112,Others,2
365,13370,372,11,204.27,1,3,3,133,At Risk,0
366,13372,90,4,89.51,2,1,2,212,Others,2
367,13373,61,31,698.25,2,4,4,244,At Risk,1
368,13375,89,9,136.1,2,2,2,222,Others,0
369,13376,99,13,236.85000000000002,2,3,3,233,At Risk,0
370,13379,26,15,83.59,3,3,2,332,Loyal Customers,0
371,13381,32,38,800.79,3,4,4,344,Loyal Customers,1
372,13382,281,4,62.7,1,1,2,112,Others,2
373,13384,31,25,896.95,3,4,4,344,Loyal Customers,1
374,13385,330,5,110.6,1,2,2,122,Others,2
375,13388,131,9,210.77,2,2,3,223,Others,0
376,13389,11,11,167.97,4,3,3,433,Loyal Customers,0
377,13394,2,33,665.89,4,4,4,444,Champions,1
378,13395,185,4,41.76,1,1,1,111,Lost,2
379,13396,29,10,342.54,3,3,4,334,Loyal Customers,0
380,13397,73,10,362.8,2,3,4,234,At Risk,0
381,13398,192,7,103.42999999999999,1,2,2,122,Others,0
382,13402,127,9,138.51,2,2,2,222,Others,0
383,13403,18,1,15.0,4,1,1,411,Recent Customers,2
384,13404,213,2,41.6,1,1,1,111,Lost,2
385,13405,204,6,113.99000000000001,1,2,2,122,Others,0
386,13408,2,98,5686.88,4,4,4,444,Champions,1
387,13410,75,5,125.84,2,2,2,222,Others,0
388,13411,107,5,94.65,2,2,2,222,Others,0
389,13414,134,7,168.45,2,2,3,223,Others,0
390,13416,44,2,59.400000000000006,3,1,1,311,Others,2
391,13417,5,10,222.1,4,3,3,433,Loyal Customers,1
392,13418,12,65,1546.09,4,4,4,444,Champions,1
393,13419,64,2,14.399999999999999,2,1,1,211,Others,2
394,13420,171,1,10.5,1,1,1,111,Lost,2
395,13421,40,19,389.92,3,3,4,334,Loyal Customers,0
396,13422,64,30,670.34,2,4,4,244,At Risk,0
397,13425,108,16,245.07,2,3,3,233,At Risk,0
398,13426,1,29,676.6,4,4,4,444,Champions,1
399,13427,19,6,148.04000000000002,4,2,3,423,Recent Customers,0
400,13428,10,14,40.93,4,3,1,431,Loyal Customers,0
401,13429,11,16,291.16,4,3,3,433,Loyal Customers,1
402,13430,19,8,76.56,4,2,2,422,Recent Customers,0
403,13431,67,9,228.42000000000002,2,2,3,223,Others,0
404,13435,5,22,759.0,4,4,4,444,Champions,1
405,13436,2,2,28.2,4,1,1,411,Recent Customers,2
406,13437,14,31,666.36,4,4,4,444,Champions,1
407,13439,255,16,83.85,1,3,2,132,At Risk,0
408,13441,92,1,10.2,2,1,1,211,Others,2
409,13447,23,9,175.69,3,2,3,323,Others,0
410,13448,17,35,627.49,4,4,4,444,Champions,1
411,13449,24,2,41.650000000000006,3,1,1,311,Others,2
412,13450,27,14,411.06,3,3,4,334,Loyal Customers,0
413,13451,26,89,570.73,3,4,4,344,Loyal Customers,1
414,13452,259,2,590.0,1,1,4,114,Big Spenders,0
415,13453,166,4,111.58,1,1,2,112,Others,2
416,13455,25,8,176.63,3,2,3,323,Others,0
417,13456,18,13,314.09000000000003,4,3,3,433,Loyal Customers,0
418,13458,7,78,1738.2,4,4,4,444,Champions,1
419,13460,29,1,17.0,3,1,1,311,Others,2
420,13461,39,4,197.7,3,1,3,313,Others,0
421,13462,253,2,37.8,1,1,1,111,Lost,2
422,13464,58,4,84.9,2,1,2,212,Others,2
423,13466,184,5,78.39999999999999,1,2,2,122,Others,2
424,13467,11,23,242.27,4,4,3,443,Loyal Customers,1
425,13468,2,65,1245.77,4,4,4,444,Champions,1
426,13470,99,3,49.5,2,1,1,211,Others,2
427,13471,1,64,692.71,4,4,4,444,Champions,1
428,13473,61,6,142.29000000000002,2,2,3,223,Others,0
429,13474,236,11,46.1,1,3,1,131,At Risk,2
430,13475,218,14,219.21,1,3,3,133,At Risk,0
431,13476,179,12,214.5,1,3,3,133,At Risk,0
432,13477,58,9,152.32,2,2,3,223,Others,0
433,13479,201,3,72.3,1,1,2,112,Others,2
434,13481,46,22,333.21,3,4,3,343,Loyal Customers,0
435,13482,232,3,52.980000000000004,1,1,1,111,Lost,2
436,13483,66,3,59.7,2,1,2,212,Others,2
437,13484,241,3,63.6,1,1,2,112,Others,2
438,13485,233,4,73.3,1,1,2,112,Others,2
439,13486,78,14,217.46,2,3,3,233,At Risk,0
440,13487,58,9,149.20000000000002,2,2,3,223,Others,0
441,13488,17,91,1824.1,4,4,4,444,Champions,1
442,13489,105,4,142.07999999999998,2,1,3,213,Others,0
443,13491,52,17,220.83,3,3,3,333,Loyal Customers,0
444,13494,312,3,70.80000000000001,1,1,2,112,Others,2
445,13495,8,10,591.4,4,3,4,434,Loyal Customers,1
446,13496,11,3,45.0,4,1,1,411,Recent Customers,2
447,13497,283,4,75.15,1,1,2,112,Others,2
448,13499,18,8,286.45,4,2,3,423,Recent Customers,0
449,13500,23,10,189.5,3,3,3,333,Loyal Customers,0
450,13502,17,2,16.8,4,1,1,411,Recent Customers,2
451,13503,71,1,10.5,2,1,1,211,Others,2
452,13504,64,6,72.12,2,2,2,222,Others,0
453,13506,316,5,94.17,1,2,2,122,Others,2
454,13507,3,33,492.86,4,4,4,444,Champions,1
455,13508,244,3,27.630000000000003,1,1,1,111,Lost,2
456,13509,9,8,121.22,4,2,2,422,Recent Customers,0
457,13510,1,21,329.32,4,3,3,433,Loyal Customers,1
458,13512,261,6,89.3,1,2,2,122,Others,2
459,13513,127,2,37.65,2,1,1,211,Others,2
460,13515,73,7,103.19999999999999,2,2,2,222,Others,0
461,13516,21,7,370.66,3,2,4,324,Big Spenders,0
462,13517,60,31,450.99,2,4,4,244,At Risk,0
463,13518,86,7,121.4,2,2,2,222,Others,0
464,13519,78,1,11.9,2,1,1,211,Others,2
465,13521,1,95,260.37,4,4,3,443,Loyal Customers,1
466,13523,33,34,1018.42,3,4,4,344,Loyal Customers,1
467,13524,41,3,53.78,3,1,1,311,Others,2
468,13525,15,1,23.9,4,1,1,411,Recent Customers,2
469,13527,34,46,534.93,3,4,4,344,Loyal Customers,1
470,13529,79,3,51.050000000000004,2,1,1,211,Others,2
471,13531,205,5,114.45,1,2,2,122,Others,2
472,13532,34,10,29.61,3,3,1,331,Loyal Customers,0
473,13533,183,16,63.29,1,3,2,132,At Risk,0
474,13534,2,63,1242.05,4,4,4,444,Champions,1
475,13536,1,40,723.07,4,4,4,444,Champions,1
476,13538,43,6,283.65,3,2,3,323,Others,0
477,13539,86,8,161.4,2,2,3,223,Others,0
478,13544,40,21,66.33,3,3,2,332,Loyal Customers,0
479,13546,12,15,84.9,4,3,2,432,Loyal Customers,0
480,13548,96,26,127.1,2,4,2,242,Frequent but Low Value,0
481,13549,64,9,173.6,2,2,3,223,Others,0
482,13551,319,1,17.85,1,1,1,111,Lost,2
483,13552,66,30,1059.26,2,4,4,244,At Risk,1
484,13555,74,29,764.96,2,4,4,244,At Risk,0
